,title,n_enrolled,course_type,institution,instructors,Level,subject,language,subtitles,course_effort,course_length,price
377,Adobe Illustrator: aprende a crear presentaciones de impacto,18613,Self-paced on your time,Pontificia Universidad Javeriana,Juan Carlos Lemus Romero,Introductory,Design,Español,Español,9–10 hours per week,5,15.0
378,Teaching Critical Thinking through Art with the National Gallery of Art,18595,Self-paced on your time,The Smithsonian Institution,Julie Carmean,Introductory,Education & Teacher Training,English,"English, Español, Français, 中文",3–4 hours per week,16,25.0
379,Word intermedio: herramientas de formato y productividad,10265,Self-paced on your time,Universitat Politècnica de Valencia,Andrés Lloret Salom,Intermediate,Computer Science,Español,Español,4–5 hours per week,6,50.0
380,Introducción a las finanzas: Principios de valoración,17344,Self-paced on your time,Universidad del Rosario,Rafael Serrano-Laura Natalia López,Intermediate,Economics & Finance,Español,Español,6–10 hours per week,4,49.0
381,Aprende a diseñar jardines verticales y cuadros vivos,6341,Self-paced on your time,Universidad Nacional de Córdoba,Equipo Campus Virtual,Introductory,Biology & Life Sciences,Español,Español,1–2 hours per week,4,29.0
382,"Anatomy: Cardiovascular, Urinary, and Respiratory Systems",36917,Self-paced on your time,The University of Michigan,Glenn M. Fox,Introductory,Biology & Life Sciences,English,English,2–3 hours per week,4,49.0
383,Software Engineering: Introduction,35524,Self-paced on your time,University of British Columbia,Reid Holmes,Advanced,Computer Science,English,English,8–10 hours per week,6,125.0
384,Structure of Materials,13042,Self-paced on your time,Massachusetts Institute of Technology,Silvija Gradečak-Jessica Sandland,Intermediate,Engineering,English,English,6–8 hours per week,16,150.0
385,Fundamentos de fotografía documental,13036,Self-paced on your time,Universidad del Rosario,Luis Alberto Cardozo Acosta,Introductory,Art & Culture,Español,Español,4–6 hours per week,6,49.0
386,AP® Italian Language and Culture (2020-2021),39398,Self-paced on your time,Wellesley College,Daniela Bartalesi-Graf,Advanced,Humanities,Italiano,Italiano,3–8 hours per week,12,49.0
387,Computer Hardware and Operating Systems,9715,Self-paced on your time,New York University,Daniel Katz-Braunschweig-Aspen Olmsted,Introductory,Computer Science,English,English,3–5 hours per week,6,150.0
388,Marketing Management,43415,Instructor-led on a course schedule,"The University of Maryland, College Park-University System of Maryland",Judy Frels-David Godes-P.K. Kannan-Mary Beth Furst,Advanced,Business & Management,English,English,8–10 hours per week,7,214.0
389,You Can Innovate: User  Innovation & Entrepreneurship,18974,Self-paced on your time,Massachusetts Institute of Technology,Eric von Hippel-Erdin Beshimov,Introductory,Business & Management,English,English,2–4 hours per week,10,49.0
390,Analytics in Python,82210,Instructor-led on a course schedule,Columbia University,Unlisted,Intermediate,Business & Management,English,English,8–10 hours per week,12,249.0
391,Bases Matemáticas: Álgebra,35811,Self-paced on your time,Universitat Politècnica de Valencia,Alicia Herrero Debón,Introductory,Math,Español,Español,3–4 hours per week,4,50.0
392,HTML5 Apps and Games,86850,Self-paced on your time,The World Wide Web Consortium (W3C),Michel Buffa,Advanced,Computer Science,English,English,6–8 hours per week,4,199.0
393,MATLAB and Octave for Beginners,68706,Self-paced on your time,École polytechnique fédérale de Lausanne,Simone Deparis,Introductory,Computer Science,English,English,5–6 hours per week,4,139.0
394,AP Physics 1,43401,Self-paced on your time,Rice University,Matt Wilson-Gigi Nevils-Jason Hafner,Introductory,Physics,English,English,3–4 hours per week,18,49.0
395,The Divine Comedy: Dante's Journey to Freedom,12005,Self-paced on your time,Georgetown University,Frank Ambrosio-Francesco Ciabattoni-Jo Ann Moran Cruz-Eddie Maloney,Introductory,Humanities,English,English,9–10 hours per week,8,49.0
396,Linux Basics: The Command Line Interface,32726,Self-paced on your time,Dartmouth_IMTx-Dartmouth College-IMT,Petra Bonfert-Taylor-Rémi Sharrock,Introductory,Computer Science,English,English,3–5 hours per week,7,49.0
397,Entrepreneurial Operations: Launching a Startup,23808,Self-paced on your time,Babson College,Jennifer Bailey,Intermediate,Business & Management,English,English,4–6 hours per week,4,149.0
398,Maths Essentials,44642,Self-paced on your time,Imperial College Business School-Imperial College London,David Lefevre,Introductory,Business & Management,English,English,2–5 hours per week,6,79.0
399,"Marketing Analytics: Products, Distribution and Sales",50588,Self-paced on your time,"University of California, Berkeley",Stephan Sorger,Intermediate,Computer Science,English,English,5–7 hours per week,4,249.0
400,Marketing Innovative Products and Services,6293,Self-paced on your time,"The University of Maryland, College Park-University System of Maryland",Lola Koiki,Introductory,Business & Management,English,English,2–3 hours per week,4,149.0
401,Just Reading and Writing in English | 生活英语读写,33303,Self-paced on your time,Tsinghua University,Unlisted,Introductory,Art & Culture,English,English,2–4 hours per week,15,149.0
402,Introduction to Java Programming – Part 1,270376,Self-paced on your time,The Hong Kong University of Science and Technology,Ting-Chuen Pong-Tony W K Fung-Leo P M Fan,Introductory,Computer Science,English,English,3–5 hours per week,5,99.0
403,Comunicación y Redacción Digital,7165,Self-paced on your time,Universidades Anáhuac,Abraham Torres,Introductory,Communication,Español,Español,3–4 hours per week,4,29.0
404,Monetary Policy Analysis and Forecasting,6616,Self-paced on your time,The International Monetary Fund,Mikhail Pranovich,Advanced,Economics & Finance,English,English,8–10 hours per week,6,25.0
405,Basic Analytical Chemistry,19010,Self-paced on your time,The University of Tokyo,Takeaki Ozawa-Liang-da Chiu,Introductory,Chemistry,English,English,3–4 hours per week,6,49.0
406,Identifying Entrepreneurial Opportunities,11922,Self-paced on your time,"The University of Maryland, College Park-University System of Maryland",James Green,Introductory,Business & Management,English,English,2–3 hours per week,4,149.0
407,"ChinaX Book Club: Five Authors, Five Books, Five Views of China",5855,Self-paced on your time,Harvard University,David Wang,Introductory,Literature,English,English,1–2 hours per week,5,139.0
408,Astrophysics: Cosmology,83322,Self-paced on your time,Australian National University,Brian Schmidt-Paul Francis,Intermediate,Physics,English,English,2–4 hours per week,10,50.0
409,Japanese Culture and Language (I) |日语与日本文化（1）,18489,Self-paced on your time,Tsinghua University,Feng Feng-Gao Yang-Miyazaki Izumi,Introductory,Art & Culture,中文,"日本語, 中文",3–5 hours per week,10,139.0
410,COVID-19 Training for Healthcare Workers,5742,Self-paced on your time,Stanford University,Matthew Strehlow-S.V. Mahadevan,Introductory,Medicine,English,English,1–10 hours per week,2,10.0
411,The Rise of Superheroes and Their Impact On Pop Culture,31368,Self-paced on your time,The Smithsonian Institution,Stan Lee-Michael Uslan-David Uslan-Christopher Robichaud,Introductory,Humanities,English,English,1–2 hours per week,6,50.0
412,Introduction to Aeronautical Engineering,99971,Self-paced on your time,Delft University of Technology,Jacco M. Hoekstra-Jos Sinke-Mark Voskuijl-Nando Timmer,Introductory,Engineering,English,English,10–12 hours per week,7,50.0
413,Diseño de Jardines,5683,Self-paced on your time,Universidad Nacional de Córdoba,Patricia Gil-Paola Campitelli-Laura Vargas-Melisa Marinsaldi,Introductory,Biology & Life Sciences,Español,Español,1–2 hours per week,4,29.0
414,"Introducción al griego clásico: lengua, nombres y mitología",18849,Self-paced on your time,Universidad Autónoma de Madrid,Helena González-Vaquerizo-Araceli Striano Corrochano-Raquel Fornieles Sánchez,Introductory,Language,Español,Español,4–5 hours per week,5,49.0
415,Deep Learning Fundamentals with Keras,32140,Self-paced on your time,IBM,Alex Aklson,Intermediate,Data Analysis & Statistics,English,English,2–4 hours per week,5,99.0
416,Existential Well-being Counseling: A Person-centered Experiential Approach,48439,Self-paced on your time,KU Leuven University,Mia Leijssen-Siebrecht Vanhooren,Introductory,Humanities,English,English,6–8 hours per week,12,49.0
417,Solid Waste Management,7668,Self-paced on your time,World Bank Group,OLC and SURR ,Introductory,Environmental Studies,English,English,2–3 hours per week,6,5.0
418,Retail Fundamentals,37558,Self-paced on your time,Dartmouth College,Santiago Gallino-Antonio Moreno-Garcia,Intermediate,Business & Management,English,English,3–5 hours per week,4,99.0
419,Greatest Unsolved Mysteries of the Universe,93965,Self-paced on your time,Australian National University,Brian Schmidt-Paul Francis,Intermediate,Physics,English,English,2–4 hours per week,9,50.0
420,"Money Markets, Foreign Exchange and Time Value of Money",12230,Self-paced on your time,NYIF,Jack Farmer-Chris Thomas,Introductory,Economics & Finance,English,English,1–2 hours per week,4,199.0
421,Gestión de Contenidos Digitales y Marketing Turístico de Ciudad,14627,Self-paced on your time,Pontificia Universidad Javeriana,Hernán Restrepo-Mario Enrique Morales Rincón-Adriana Caicedo Caicedo-Omar Gamboa,Introductory,Communication,Español,Español,9–10 hours per week,4,49.0
422,Designing the User Experience,6416,Self-paced on your time,"The University of Maryland, College Park-University System of Maryland",Cait von Schnetlage,Introductory,Business & Management,English,English,2–3 hours per week,4,199.0
423,Introduction to Bioconductor,36370,Self-paced on your time,Harvard University,Rafael Irizarry-Michael Love-Vincent Carey,Intermediate,Data Analysis & Statistics,English,English,2–4 hours per week,4,149.0
424,Connected Strategy,10355,Self-paced on your time,The Wharton School of the University of Pennsylvania,Nicolaj Siggelkow-Christian Terwiesch,Intermediate,Business & Management,English,English,2–4 hours per week,6,199.0
425,Hybrid Vehicles,18294,Instructor-led on a course schedule,Chalmers University of Technology,Sven Andersson-Anders Grauers,Advanced,Engineering,English,English,10–20 hours per week,6,249.0
426,First Nights - Handel's Messiah and Baroque Oratorio,18029,Self-paced on your time,Harvard University,Thomas Forrest Kelly,Introductory,Humanities,English,English,3–5 hours per week,3,49.0
427,Statistical Inference and Modeling for High-throughput Experiments,51590,Self-paced on your time,Harvard University,Rafael Irizarry-Michael Love,Intermediate,Data Analysis & Statistics,English,English,2–4 hours per week,4,149.0
428,First Nights - Monteverdi’s L’Orfeo and the Birth of Opera,13300,Self-paced on your time,Harvard University,Thomas Forrest Kelly,Introductory,Humanities,English,English,3–5 hours per week,3,49.0
429,18th-Century Opera: Handel & Mozart,18331,Self-paced on your time,Harvard University,Thomas Forrest Kelly,Introductory,Music,English,English,3–4 hours per week,5,99.0
430,Introduction to video game development with Unity,7605,Self-paced on your time,Universitat Politècnica de Valencia,Jordi Linares Pellicer,Intermediate,Computer Science,English,English,3–4 hours per week,6,50.0
431,Best Practices for Project Management Success,46610,Self-paced on your time,Rochester Institute of Technology,Leonie Fernandes,Intermediate,Business & Management,English,English,8–12 hours per week,11,150.0
432,Fundamentos de la Tecnología Blockchain,5473,Self-paced on your time,Pontificia Universidad Javeriana,Juan Pablo Mejía Caicedo,Introductory,Economics & Finance,Español,Español,7–10 hours per week,5,49.0
433,Información financiera y su análisis,5473,Self-paced on your time,Tecnológico de Monterrey,Iván Adolfo Valdovinos Hernández,Advanced,Economics & Finance,Español,Español,5–8 hours per week,4,49.99
434,Coaching Skills for Learner-Centred Conversations,8089,Self-paced on your time,Imperial College London,Arti Maini,Introductory,Education & Teacher Training,English,English,1–2 hours per week,4,49.0
435,Intellectual Property Law and Policy: Part 1,43993,Self-paced on your time,University of Pennsylvania,R. Polk Wagner,Intermediate,Law,English,English,2–3 hours per week,6,169.0
436,Robotics,68199,Instructor-led on a course schedule,Columbia University,Matei Ciocarlie,Advanced,Computer Science,English,English,8–10 hours per week,10,249.0
437,La gestion des ressources humaines,6824,Self-paced on your time,HEC Montréal,Richard Blain-Patrick Dubé,Introductory,Business & Management,Français,Français,1–2 hours per week,7,99.0
438,Writing for Social Justice,9927,Self-paced on your time,"University of California, Berkeley",Maggie Sokolik,Introductory,Humanities,English,English,4–5 hours per week,4,50.0
439,Steps in Japanese for Beginners1 Part2,8080,Self-paced on your time,Waseda University,Naoko Kinoshita,Introductory,Language,English,"English, 日本語",3–5 hours per week,5,99.0
